elev_id,line,station_renamed,alt_svc_text,alt_svc_text_140,alt_elev_ids,parent_stop_id,elev_type
921,G,PRUDENTIAL - Park St bound Platform to Lobby,"If exiting, exit the Green Line at Copley and transfer to outbound E-Line train for service back to Prudential. If boarding, enter using outbound Prudential Elevator 920. Take the train to Northeastern and transfer to inbound service.\nAlternatively, use the Route 39 bus service to connect between Prudential and Back Bay.",Prudential Elevator 921 (lobby to Park Street-bound platform) is not working. See www.mbta.com for alt service.,"853, 917, 920, 962, 963, 964",place-prmnl,Elevator
922,O,CHINATOWN - Forest Hills Platform to Boylston & Washington Sts,"If exiting, exit the train at Tufts Medical Center and switch to an Oak Grove-bound train. Exit at Chinatown using Chinatown Elevator 876. If boarding, take the Silver Line to Tufts Medical Center. Alternatively, if you are able, follow Washington Street for one-quarter of a mile to Downtown Crossing Elevator 892 (corner of Winter and Washington Streets).",Chinatown Elevator 922 (Forest Hills platform to Washington and Boylston Streets) is not working. See www.mbta.com for alt service.  ,"892, 876, 857, 858, 859",place-chncl,Elevator
923,B,AQUARIUM - Bowdoin platform to main lobby at Long Wharf,Please use Aquarium Elevator 914 at the opposite end of the platform.,Aquarium Elevator 923 (Government Center-bound platform to main lobby) is not working. Use Aquarium Elevator 914.  ,914,place-aqucl,Elevator
924,B,AQUARIUM - Wonderland Platform to main lobby at Long Wharf,"If exiting, use Aquarium Elevator 913 at the opposite end of the platform. If boarding, cross the Rose Kennedy Greenway and use the opposite Aquarium entrance at 200 State Street.",Aquarium Elevator 923 (Wonderland-bound platform to main lobby) is not working. See www.mbta.com for alt service.,"913, 915",place-aqucl,Elevator
925,B,AQUARIUM - Street to main lobby at Long Wharf,"If exiting, please use Aquarium Elevator 915 at the opposite end of the platform. If boarding, cross the Rose Kennedy Greenway and use the opposite Aquarium entrance at 200 State Street.",Aquarium Elevator 913 (main entrance by Marriot and Aquarium Street) is not working. Use Aquarium Elevator 915 at 200 State Street lobby.,915,place-aqucl,Elevator
926,R,SOUTH STATION - Lobby to Street,"If exiting the station, use South Station Elevator 949 on the opposite side of the lobby or go up the ramp to use the commuter rail elevator. The commuter rail elevator is located 200 feet down a hall that starts at the stairs and escalators to the commuter rail, next to the Shoe & Key shop. \nIf entering the station, cross Atlantic Avenue to reach South Station Elevator 949.",South Station Elevator 926 (lobby to street) is not working. Use South Station Elevator 949 (across Atlantic Avenue) for access.,949,place-sstat,Elevator
927,R,SOUTH STATION - Alewife - bound Platform to Silver Line Dropoff,"If exiting, use South Station Elevator 919 up to the P1 Level of the Silver Line. Take South Station Elevator 918 up to the lobby. \nIf boarding, use South Station Elevator 918 to the P1 level of the Silver Line. Take South Station Elevator 919 to the Red Line P2 Alewife platform.",South Station Elevator 927 (Alewife-bound platform to Silver Line drop-off) is not working. Use South Station Elevators 918 and 919.,"919, 918",place-sstat,Elevator
928,COMM,LYNN COMMUTER RAIL - Platform to Lobby,Please contact station personnel or conductor for assistance.,Lynn Elevator 928 (commuter rail platform to street) is not working. Please contact station personnel or conductor for alt service.,n/a,Lynn,Elevator
929,COMM,LYNN PARKING GARAGE,Please use Lynn Parking Garage Elevator 930.,Lynn Elevator 929 (parking garage) is not working. Please use Lynn Parking Garage Elevator 930.,930,Lynn,Elevator
930,COMM,LYNN PARKING GARAGE,Please use Lynn Parking Garage Elevator 929.,Lynn Elevator 930 (parking garage) is not working. Please use Parking Garage Elevator 929.,929,Lynn,Elevator
931,B,AIRPORT - Wonderland - bound platform to mezzanine,"To go from the Wonderland platform to the mezzanine, use Airport Elevator 956 (Athletic Fields to overpass) and take the ramp to Airport Elevator 955 (Bremen Street to overpass) to the Bowdoin platform.",Airport Elevator 931 (Wonderland-bound platform to mezzanine) is not working. See www.mbta.com for alt service.  ,"958, 955",place-aport,Elevator
932,B,AIRPORT - Bowdoin - bound platform to Mezzanine ,"To go from the Bowdoin platform to the mezzanine, take Airport Elevator 955 to Airport Elevator 956 to Wonderland or exit to Athletic Field.",Airport Elevator 932 (Bowdoin-bound platform to mezzanine) is not working. See www.mbta.com for alt service.  ,"955, 956",place-aport,Elevator
933,O,COMMUNITY COLLEGE - Lobby to Orange Line Platform,"If exiting, exit the Orange Line at North Station and see station personnel or use the call box to request assistance. If boarding, see station personnel or use the call box at Community College to request assistance.",Community College Elevator 933 (Orange Line platform to lobby) is not working. See www.mbta.com for alt service.,"909, 910, 911, 912",place-ccmnl,Elevator
934,S,WORLD TRADE CENTER - Lobby to Viaduct,Customers desiring elevator access to the viaduct are asked to take the Route 7 bus service from South Station.,World Trade Center Elevator 934 (lobby to viaduct) is not working. See www.mbta.com for alt service.,n/a,place-wtcst,Elevator
935,S,WORLD TRADE CENTER - South Station bound Platform to Lobby,"If exiting, exit the Silver Line at Courthouse. At Courthouse, board any Silver Line outbound service back to World Trade Center. If boarding, use the outbound elevator and service to Silver Line Way Station and then transfer to inbound service.",World Trade Center Elevator 935 (lobby to South Station-bound platform) is not working. See www.mbta.com for alt service.,"936, 937, 938, 939",place-wtcst,Elevator
936,S,WORLD TRADE CENTER - Outbound Platform to Lobby,"If exiting, exit the Silver Line at Silver Line Way. At Silver Line Way, board any Silver Line inbound service back to World Trade Center. If boarding, use the inbound elevator and service to Courthouse and transfer to outbound service.",World Trade Center Elevator 936 (lobby to outbound platform) is not working. See www.mbta.com for alt service.,"935,  937, 938, 939",place-wtcst,Elevator
937,S,COURTHOUSE - South Station bound Platform to Lobby,"If exiting, exit the Silver Line at South Station and transfer to outbound service back to Courthouse. If boarding, board outbound service to World Trade Center and switch to inbound service.",Courthouse Elevator 937 (lobby to South Station-bound platform) is not working. See www.mbta.com for alt service.,"935, 936, 901, 918, 919, 927, 949, 938",place-crtst,Elevator
938,S,COURTHOUSE - Outbound Platform to Lobby,Customers desiring to enter on the outbound side must utilize the inbound elevator and service to South Station and then transfer to outbound service. Customers desiring elevator access to exit on the outbound side must continue to World Trade Center and transfer to inbound service back to Courthouse. Please see station personnel for assistance.,Courthouse Elevator 938 (lobby to outbound platform) is not working. See www.mbta.com for alt service.,"935, 936, 901, 918, 919, 927, 949, 937",place-crtst,Elevator
939,S,COURTHOUSE - Lobby to South Headhouse on Seaport Blvd,"Please use Courthouse Elevator 940 to exit/enter Courthouse. This elevator is located on the opposite side of the lobby. At the street, cross Seaport Boulevard to use Courthouse Elevator 940.",Courthouse Elevator 939 (lobby to south headhouse on Seaport Boulevard) is not working. Use Courthouse Elevator 940.,940,place-crtst,Elevator
940,S,COURTHOUSE - Lobby to North Headhouse on Seaport Blvd and Stillings,"Please use Courthouse Elevator 939 to exit/enter Courthouse. This elevator is located on the opposite side of the lobby. At the street, cross Seaport Boulevard to use Courthouse Elevator 939.",Courthouse Elevator 940 (lobby to north headhouse on Seaport Boulevard) is not working. Use Courthouse Elevator 939.,939,place-crtst,Elevator
941,O,NORTH STATION - Lobby to Commuter Rail and Boston Garden,"If exiting, return to the fare lobby to use North Station Elevator 912 (lobby to Causeway Street). If boarding, cross Causeway Street to use North Station Elevator 912 (lobby to street).",North Station Elevator 941 (lobby to Boston Garden/commuter rail) is not working. Use North Station Elevator 912 (Canal and Causeway Sts).,912,place-north,Elevator
944,O,MALDEN COMMUTER RAIL - Commuter Rail Platform to Lobby,"Customers coming from North Station should use the Orange Line to Malden Center. For customers coming inbound on the Haverhill Line, please contact the conductor for assistance.",Malden Center Elevator 944 (commuter rail platform to lobby) is not working. Please see station personnel or conductor for assistance.,n/a,place-mlmnl,Elevator
945,O,MALDEN - Orange Line Platform to Lobby,"Customers desiring service to exit the station must continue to Oak Grove and board any of the following bus routes back to Malden: Route 131, 132, 136, or 137. Customers desiring service to enter the station should see station personnel for further assistance.",Malden Center Elevator 945 (Orange Line Platform to lobby) is not working. See www.mbta.com for alt service.,"864, 865",place-mlmnl,Elevator
946,R,SAVIN HILL - Platform to Main Lobby,Customers desiring elevator service at Savin Hill must exit at JFK/UMass and see station personnel for further assistance. Customers desiring elevator service to enter the station should use the call box for further assistance.,Savin Hill Elevator 946 (platform to lobby) is not working. See www.mbta.com for alt service.,"831, 830",place-shmnl,Elevator
947,R,SAVIN HILL - Lobby to Second Entrance,"To access the station, please use the main entrance on Savin Hill Avenue by exiting the parking lot and turning right to go up the hill to the main entrance. Please contact a station personnel for assistance.",Savin Hill Elevator 947 (lobby to second entrance) is not working. Use main entrance.  ,n/a,place-shmnl,Elevator
948,G,KENMORE - Lobby to Street,Use Kenmore Elevator 972 at the Kenmore busway.,Kenmore Elevator 948 (lobby to street) is not working. Use Kenmore Elevator 972 at the busway.,n/a,place-kencl,Elevator
949,R,SOUTH STATION - Lobby to Street,"If exiting the station, use South Station Elevator 926 on the opposite side of the lobby or go up the ramp to use the commuter rail elevator. The commuter rail elevator is located 200 feet down a hall that starts at the stairs and escalators to the commuter rail, next to the Shoe & Key shop.  \nIf entering the station, cross Atlantic Avenue to reach South Station Elevator 926 or go into the commuter rail lobby and use the elevator near the information desk.",South Station Elevator 949 (lobby to street) is not working. Use South Station Elevator 926 across Atlantic Avenue for access.,926,place-sstat,Elevator
951,R,CHARLES/MGH - Ashmont/Braintree Platform to Lobby,"If exiting at Charles/MGH, exit the train at Park Street and switch to an Alewife-bound Red Line train. Exit Charles/MGH using Charles/MGH Elevator 952. If boarding at Charles/MGH, take an Alewife-bound Red Line train to Kendall and see station personnel for assistance boarding an Ashmont-/Braintree-bound train.",Charles/MGH Elevator 951 (Ashmont/Braintree platform to lobby) is not working. See www.mbta.com for alt service.  ,"952, 866, 853",place-chmnl,Elevator
952,R,CHARLES/MGH - Alewife Bound Platform to Lobby,"If exiting at Charles/MGH, exit the train at Kendall and see station personnel for assistance switching to an Ashmont-/Braintree-bound train. Exit at Charles/MGH using Charles/MGH Elevator 951. If boarding at Charles/MGH, use Charles/MGH Elevator 951 to take an Ashmont-/Braintree-bound train to Park Street and switch to an Alewife-bound train.",Charles/MGH Elevator 952 (Alewife-bound platform to lobby) is not working. See www.mbta.com for alt service.  ,"951, 866, 853",place-chmnl,Elevator
953,R,SHAWMUT - Alewife Bound Platform to Lobby,"If exiting the station, exit the Red Line at Fields corner and switch to an Ashmont-bound train. Exit at Shawmut and use Shawmut Elevator 954. If boarding, use Shawmut Elevator 954 and take an Ashmont-bound train to Ashmont. Then switch to an Alewife-bound train.",Shawmut Elevator 953 (Alewife-bound platform to lobby) is not working. See www.mbta.com for alt service.,"954, 957,958, 968, 969, 970",place-smmnl,Elevator
954,R,SHAWMUT - Ashmont Bound Platform to Lobby,"If exiting the station, exit the Red Line at Ashmont and switch to an Alewife-bound train. Exit at Shawmut and use Shawmut Elevator 953. If boarding, use Shawmut Elevator 953 and take an Alewife-bound train to Fields Corner to switch to an Ashmont-bound train.",Shawmut Elevator 954 (Ashmont-bound platform to lobby) is not working. See www.mbta.com for alt service.  ,"953, 968, 969, 970, 957, 958 ",place-smmnl,Elevator
955,B,AIRPORT - Bremen St Park to Overpass,"To go from the Bowdoin platform to the mezzanine, take Airport Elevator 932 to Airport Elevator 931 to Wonderland or exit to Athletic Field.",Airport Elevator 955 (Bremen Street Park to overpass) is not working. See www.mbta.com for alt service.  ,"932, 931",place-aport,Elevator
956,B,AIRPORT - Athletic Fields to Overpass,"To go from the Wonderland platform to the mezzanine, use Airport Elevator 931 (Athletic Field to overpass) and take the ramp to Airport Elevator 932 (Bremen Street to overpass) to the Bowdoin platform.",Airport Elevator 955 (Athletic Field to overpass) is not working.  See www.mbta.com for alt service.  ,"931, 932",place-aport,Elevator
957,R,FIELDS CORNER - Alewife Bound Platform to Lobby,"If exiting the station, exit the Red Line at Savin Hill and switch to an Ashmont-bound train. Exit using Fields Corner Elevator 958. If boarding, use Fields Corner Elevator 958 to board an Ashmont-bound train. Exit at Shawmut and board an Alewife-bound train.",Fields Corner Elevator 957 (Alewife-bound platform to lobby) is not working. See www.mbta.com for alt service.,"958, 953, 954",place-fldcr,Elevator
958,R,FIELDS CORNER - Ashmont Bound Platform to Lobby,"If exiting the station, exit the Red Line at Shawmut and switch to an Alewife-bound train. Exit using Fields Corner Elevator 957. If boarding, use Fields Corner Elevator 957 to board an Alewife-bound train. Exit at Savin Hill and board an Ashmont-bound train.",Fields Corner Elevator 958 (Ashmont-bound platform to lobby) is not working. See www.mbta.com for alt service.,"953, 964, 957",place-fldcr,Elevator
961,R,ALEWIFE - Platform to Russell Field/Rindge Ave,Please use Elevator 813 located at the opposite end of platform/lobby.,Alewife Elevator 961 (platform to Russell Field lobby) is not working. Use Alewife Elevator 813 (platform to lobby).,813,place-alfcl,Elevator
962,G,ARLINGTON - Outbound Platform to Lobby,"If exiting, exit the Green Line at Copley and transfer to inbound service back to Arlington to utilize Arlington Elevator 963. If boarding, use Arlington Elevator 963 to access an inbound train to Park Street and switch to an outbound train.",Arlington Elevator 962 (outbound platform to lobby) is not working. See www.mbta.com for alt service.,"963, 812, 823",place-armnl,Elevator
963,G,ARLINGTON - Park St bound Platform to Lobby,"If exiting, exit the Green Line at Park Street and transfer to an outbound train. Use Arlington Elevator 962 to exit at Arlington. If boarding, use Arlington Elevator 962 to access an outbound train.  Exit at Copley and switch to an inbound train.",Arlington Elevator 963 (Park Street-bound platform to lobby) is not working. See www.mbta.com for alt service.,"812, 823, 962, 976, 977",place-armnl,Elevator
964,G,ARLINGTON - Lobby to Street,"If exiting, exit the Green Line at Copley and see station personnel or use the call box to request assistance. If boarding, see station personnel or use the call box at Arlington to request assistance.",Arlington Elevator 964 (lobby to street) is not working. See www.mbta.com for alt service.,"976, 977",place-armnl,Elevator
965,B,MAVERICK - Blue Line Platform to Maverick Square Lobby,Please use Maverick Elevator 966 at Lewis Courtyard.,Maverick Elevator 965 (Blue Line platform to Maverick Square busway) is not working. Use Maverick Elevator 966 at Lewis Courtyard.,966,place-mvbcl,Elevator
966,B,MAVERICK - Blue Line Platform to Lewis Courtyard Lobby,Please use Maverick Elevator 965 at Maverick Square busway.,Maverick Elevator 966 (Blue Line platform to Lewis Courtyard) is not working. Use Maverick Elevator 965 at Maverick Square busway for access.,965,place-mvbcl,Elevator
967,O,STATE STREET - Oak Grove Platform to Forest Hills and Wonderland Platforms,Please use adjacent State Street Elevator 802.,State Street Elevator 967 (Oak Grove Orange Line platform to lobby) is not working. Use adjacent State Street Elevator 802.,802,place-state,Elevator
968,R,ASHMONT - Alewife Bound Platform to Peabody Square Lobby,"At the lobby level, travel along the busway to the Mattapan trolley/bus arrival lobby. At the lobby, use Ashmont Elevator 969 to reach the Alewife-bound platform.",Ashmont Elevator 968 (Alewife-bound platform to Peabody Square north lobby) is not working. See www.mbta.com for alt service.,969,place-asmnl,Elevator
969,R,ASHMONT - Alewife Bound Platform to Lobby,"At the lobby level, travel along the busway to the Peabody Square lobby. At the Peabody Square lobby, use Ashmont Elevator 968 to reach the Alewife-bound platform.",Ashmont Elevator 969 (Alewife-bound platform to south lobby) is not working. Please use Ashmont Elevator 968 at Peabody Square north lobby.,968,place-asmnl,Elevator
970,R,ASHMONT - Outbound Platform to Buses/Mattapan Trolley,"At the platform Level, contact the Motorperson for assistance. Alternatively, use the Beale Street walkway to travel to Dorchester Avenue, the busway, and Peabody Square.",Ashmont Elevator 970 (outbound platform to buses/Mattapan trolley) is not working. See www.mbta.com for alt service.  ,n/a,place-asmnl,Elevator
971,G,KENMORE - Outbound Platform to Lobby,"Customers desiring to exit the station must continue to St. Mary's (C-Line), or Fenway (D-Line) and transfer to inbound service back to Kenmore. \nCustomers desiring to enter the station for outbound service must use the inbound elevator and service to Copley or Arlington. Then transfer to outbound service",Kenmore Elevator 971 (outbound platform to lobby) is not working. See www.mbta.com for alt service.,"976, 977, 962, 963, 964",place-kencl,Elevator
972,G,KENMORE - Park St bound Platform to Lobby and Busway,Customers desiring elevator access to exit the station on the inbound side must continue to Copley or Arlington and transfer to outbound service back to Kenmore. Customers desiring inbound service can use the outbound elevator and take the  C- or D-Line one stop and transfer back to inbound service. Please see station personnel for assistance.,Kenmore Elevator 972 (Park Street-bound platform to lobby and busway) is not working. See mbta.com for alt service..  .,"976, 977, 962, 963, 964",place-kencl,Elevator
973,R,HARVARD - Upper Busway to Brattle Street,"Please use Harvard Square Elevator 821 to connect to the main lobby and the corner of JFK, Brattle, and Mount Auburn Streets.","Harvard Sq Elevator 973 (upper busway to street) is not working. Use Harvard Sq Elevator 821 at lobby (JFK St., Brattle St., & Mass Ave).",821,place-harsq,Elevator
974,B,STATE STREET - Bowdoin platform to 60 State St,"If exiting, go down the ramp to the Oak Grove platform. At the end of the ramp, turn left to use State Street Elevators 967 or 802 that connect to the Wonderland Blue Line platform. Upon exiting the elevator, walk along the Blue Line platform to use State Street Elevator 975 to reach the street. \nIf boarding, cross State Street to use State Street Elevator 975 that connects to the Wonderland platform. After passing through the fare gates, turn left and follow signs to the Orange Line and Government Center/Bowdoin Blue Line. Continue along the long colorful hallway to reach the Forest Hills-bound Orange Line platform. To go toward Oak Grove or Government Center/Bowdoin, take State Street Elevators 967 or 802 down to the Oak Grove Orange Line platform. For Government Center/Bowdoin, upon exiting the elevator, turn right and proceed up the ramp to the Blue Line platform.",State Street Elevator 974 (Bowdoin platform to 60 State Street) is not working. Use State Street Elevator 975 at Wonderland Platform.,"967, 802, 975",place-state,Elevator
975,B,STATE STREET - Wonderland Platform to 53 State St,Please use State Street Elevator 974 on Government Center-bound Blue Line platform to connect to 60 State Street.,State Street Elevator 975 (Wonderland Blue Line platform to 53 State Street) is not working. Use State Street Elevator 974 at Bowdoin platform.,,place-state,Elevator
976,G,COPLEY - Park St Platform to Street,"Customers desiring to enter the station for inbound service must use the outbound elevator, utilize the B-, C-, or D-Line service to Kenmore, and then transfer to inbound service. Customers desiring to exit on the inbound side must continue to Arlington and transfer to outbound service back to Copley.",Copley Elevator 976 (Park Street-bound platform to street) is not working. See www.mbta.com for alt service.,"962, 963, 964",place-coecl,Elevator
977,G,COPLEY - Outbound Platform to Street,Customers desiring to enter the station must use the inbound elevator and utilize service to Arlington for westbound service. Customers desiring to exit on the westbound side must continue to Kenmore and transfer to inbound service to Copley.,Copley Elevator 977 (outbound platform to street) is not working. See www.mbta.com for alt service.,"962, 963, 964",place-coecl,Elevator
978,G,PARK STREET - Boston Common Street Level to Green Line Westbound Service,Use Elevator 804 for Red/Green Line lobby to street level.,Use Elevator 804 for Red/Green Line lobby to street level.,"804, 812, 823, 979",place-pktrm,Elevator
979,R,PARK STREET - Red Line Center Platform to Green Line Westbound Service,Use Elevator 808 at end of Red Line platform connecting to lobby.,Use Elevator 808 at end of Red Line platform connecting to lobby.,808,place-pktrm,Elevator
980,G,SCIENCE PARK/WEST END - Street to North Station bound Platform,Customers desiring elevator service to enter on the inbound side must use the outbound elevator and utilize service to Lechmere for inbound service. Customers desiring to exit on the inbound side must continue to North Station and transfer to outbound service back to Science Park.,Science Park Elevator 980 (Lechmere-bound platform) is not working. See www.mbta.com for alt service.  ,981,place-spmnl,Elevator
981,G,SCIENCE PARK/WEST END - Street to Lechmere/Somerville bound Platform,Customers desiring to enter the station for outbound service must use the inbound elevator to North Station and transfer to outbound service to Lechmere. Customers desiring to exit at Science Park must continue to Lechmere and transfer to inbound service back to Science Park.,Science Park Elevator 981 (Lechmere-bound platform) is not working. See www.mbta.com for alt service.  ,980,place-spmnl,Elevator
982,R,PORTER SQUARE - Lobby to Street (Somerville & Mass Ave),Please use adjacent Porter Square Elevator 985 to reach the street or the lobby.,Porter Square Elevator 982 (lobby to street) is not working. Please use adjacent Porter Square Elevator 985 to access the lobby or street.,985,place-portr,Elevator
983,R,PORTER SQUARE - Red Line Platforms to Lobby,Please use adjacent Porter Square Elevator 987 to reach the platforms or the lobby.,Porter Square Elevator 983 (platforms to lobby) is not working. Please use adjacent Porter Square Elevator 987 to reach platforms or lobby.,987,place-portr,Elevator
985,R,PORTER SQUARE - Lobby to Street,Please use nearby Porter Square Elevator 982 to access the lobby or street.,Porter Square Elevator 985 (Mass Ave. to lobby) is not working. Please use nearby Porter Square Elevator 982 to access the lobby or street.,982,place-portr,Elevator
986,R,PORTER SQUARE - Commuter Rail Platform to Lobby,See station personnel or use the call box to request assistance.,Porter Square Elevator 986 (commuter rail platform to lobby) is not working. See station personnel or conductor for a shuttle.,896,place-portr,Elevator
987,R,PORTER SQUARE - Red Line Platforms to Lobby,Please use adjacent Porter Square Elevator 983 to reach the platforms or the lobby.,Porter Square Elevator 987 (platform to lobby) is not working. Please use adjacent Porter Square Elevator 983 to reach platforms or lobby.,983,place-portr,Elevator
50,COMM,FRAMINGHAM - Pedestrian bridge to outbound platform,The elevator at Framingham connecting the Inbound and Outbound platforms is out of service. Please proceed to Concord street to cross over to the outbound platform.,A pedestrian bridge elevator at Framingham is out of service. Customers can access the outbound platform from Concord Street.,n/a,Framingham,Elevator
51,COMM,FRAMINGHAM - Pedestrian bridge to Waverly Street,The elevator at Framingham connecting the Inbound and Outbound platforms is out of service. Please proceed to Concord street to cross over to the outbound platform.,A pedestrian bridge elevator at Framingham is out of service. Customers can access the outbound platform from Concord Street.,n/a,Framingham,Elevator
52,COMM,ROUTE 128 - Lobby to inbound platform,The elevator at Route 128 Station connecting the inbound platform to the lobby is out of service. Please see station personnel for assistance. ,An elevator at Route 128 Station to the inbound platform is out of service. Please see station personnel for assistance.,n/a,Route 128,Elevator
53,COMM,ROUTE 128 - Lobby to outbound platform,The elevator at Route 128 Station connecting the outbound platform to the lobby is out of service. Please see station personnel for assistance. ,An elevator at Route 128 Station to the outbound platform is out of service. Please see station personnel for assistance.,n/a,Route 128,Elevator
54,COMM,ROUTE 128 - Inbound platform to lobby,,,n/a,Route 128,Escalator
55,COMM,ROUTE 128 - Outbound platform to lobby,,,n/a,Route 128,Escalator
6476,R,SOUTH STATION- Commuter Rail Lobby to Subway Lobby,"If exiting the station, use South Station Elevator 926 in the subway lobby across from the fare gates and to left of the subway monitoring station.\nIf entering the station, use South Station Elevator 926 located in front of the main South Station entrance at the corner Atlantic Ave. & Summer St",South Station Elevator 6476 (Commuter Rail lobby) is not working.  Use South Station Elevator 926 or 949 (Atlantic Ave.) for access.,"926, 949",place-sstat,Elevator
